poi_name,poi_id,category,region,best_source_url,official_description,source_count,matched,method,kind
Temple of Hathor at Dendera,,historical,Luxor,https://egymonuments.gov.eg/en/monuments/temple-of-dendera,"Hathor was among the most important and popular deities in ancient Egypt. She was associated with music, joy, dance and motherhood; she was also known as the lady of the sky. Her main cult center was at Dendera where one of the best-preserved temples in Egypt stands today. The entrance of the tem...",1,True,gov_eg,official_gov
Abu Simbel Temples,,historical,Aswan,https://egymonuments.gov.eg/en/archaeological-sites/abu-simbel,"The Great Temple of Abu Simbel, in Nubia near Egypt’s southern border, is among the most awe-inspiring monuments of Egypt. It was cut into the living rock by King Ramesses II (the Great) of the Nineteenth Dynasty, around 1264 BC. The temple is most well known for the four imposing seated colossal...",1,True,gov_eg,official_gov
Philae Temple (Temple of Isis),,historical,Aswan,https://egymonuments.gov.eg/en/archaeological-sites/philae,"The monuments of Philae include many structures dating predominantly to the Ptolemaic Period (332–30 BC). The most prominent of these is a temple begun by Ptolemy II Philadelphus (285–246 BC), which he dedicated to Isis, the mother of Horus, the god of kingship. A scene in the mammisi, or birth r...",1,True,gov_eg,official_gov
Temple of Kom Ombo,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/kom-ombo-temple,"The site gets its name from Arabic kum ‘mound’, a term found in the names of many archaeological sites, and ‘Ombo’, which ultimately derives from ancient Egyptian Nubt, interpreted as meaning ‘the golden (city).’ The city’s temple is dedicated to two deities: the crocodile god Sobek, and the falc...",1,True,gov_eg,official_gov
Crocodile Museum (Kom Ombo),,cultural,Aswan,https://egymonuments.gov.eg/en/museums/crocodile-museum,"The Crocodile Museum is located next to the Kom Ombo temple, north of Aswan. This museum has highlighted the crocodile-headed god Sobek since it was opened in 2012. Its main exhibition hall displays the mummified mummies of Nile crocodiles. The longest crocodile was 4.30 m, while the smallest was...",1,True,gov_eg,official_gov
Nubia Museum,,cultural,Aswan,https://egymonuments.gov.eg/en/museums/nubia-museum,The Nubian Museum was founded in response to the international salvage campaign of the ancient Nubian monuments initiated by UNESCO upon the request of the Egyptian government in 1960. Work on establishing the Nubian Museum began in the early 1980s when a committee was formed comprising of specia...,1,True,gov_eg,official_gov
Temple of Kalabsha,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/kalabsha-temple,"This beautiful and remarkably well-preserved monument is the largest free-standing temple in Lower Nubia. It was built during the reign of Augustus (30 BC–14 AD), the first Roman emperor. Primarily dedicated to the Nubian god Mandulis, the gods Isis and her husband Osiris were worshipped here too...",1,True,gov_eg,official_gov
Unfinished Obelisk,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/the-unfinished-obelisk,"Obelisks are iconic monuments and masterpieces of ancient Egyptian engineering. They are found throughout Egypt and usually stand in towering pairs in front of entrances to temples. Known in ancient Egyptian language as tekhen, they are made from a single piece of stone with a rectangular shaft a...",1,True,gov_eg,official_gov
Temple of Amada,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/amada-temple,"Built during the 18th Dynasty (c. 1550–1295 BC) in the New Kingdom, the temple of Amada is one of the oldest of the ancient Egyptian monuments lying along the shores of Lake Nasser. The reliefs and inscriptions of the temple are very well preserved because they were covered with a layer of plaste...",1,True,gov_eg,official_gov
Temple of Horus at Edfu,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/temple-of-edfu,"Edfu Temple is one of the most striking and complete of ancient Egyptian temples and is dedicated to the worship of the god Horus. Situated on the western bank of the Nile, its construction began during the reign of Ptolemy III (246–221 BC) in 237 BC, but was completed in the reign of Ptolemy XII...",1,True,gov_eg,official_gov
Sehel Island,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/rock-inscriptions-of-sehel-island,"Sehel Island is one of the largest islands on the Nile, located upstream from the First Cataract in Aswan region. It contained a quarry for the mining of granite, the hardest stone used in ancient Egypt. The island became a popular resting-spot for the king’s army, and trading expeditions making...",1,True,gov_eg,official_gov
Temple of Wadi es-Sebua,,historical,Aswan,https://egymonuments.gov.eg/en/archaeological-sites/temples-of-wadi-al-sebua,The site New Wadi al-Sebua results from the relocation of temples in Nubia after the construction of the Aswan High Dam in the 1960s by the Egyptian government. It is only 4 km northwest of the original site of Wadi al-Sebua. It welcomes several temples about to be covered with the Nile water. It...,1,True,gov_eg,official_gov
Temple of Derr,,historical,Aswan,https://egymonuments.gov.eg/en/monuments/temple-of-al-derr,"This temple cut into the rock was commissioned by the great 19th Dynasty king Rameses II (c. 1279–1213 BC). Its ancient Egyptian name was ‘The Temple of Rameses the Beloved of Amun in the Domain of Ra’. Essentially consisting of two pillared halls and terminating in a sanctuary, it has several in...",1,True,gov_eg,official_gov
Monastery of St. Simeon,,religious,Aswan,https://egymonuments.gov.eg/en/monuments/monastery-of-st-simeon,"The Monastery (Dayr) of Anba (Saint) Hadra is named after a local saint (Coptic: ⲁⲡⲁ ϩⲁⲧⲣⲉ / Apa Hatre) who lived in the late of the 4th and the beginning of the 5th century AD—first as a monk, and finally as the Bishop of Syene (Aswan). Every year on the 21st of December (the 12th of Kiahk in th...",1,True,gov_eg,official_gov
Elephantine Island,,historical,Aswan,https://egymonuments.gov.eg/en/archaeological-sites/elephantine-1,"Elephantine is an archaeological island on the Nile Riverbank, which was the gateway into Egypt for all traders entering from Nubia. 
Many different monuments await you here, including the remains of ancient houses that belongs to the temple of the god of the annual Nile flood khnum , and the tem...",1,True,gov_eg,official_gov
Citadel of Qaitbay,,historical,Alexandria,https://egymonuments.gov.eg/en/monuments/qaitbay-fort,"Qaitbay Citadel is one of the most
important forts on the coast of the Mediterranean Sea. The Mamluk sultan al-Ashraf Abu al-Nasr Qaitbay built it between 882 AH/ 1477 AD and 884/ 1479 AD over the ruins of Alexandria’s Lighthouse. It served as Alexandria’defence against naval attacks.
The citadel...",1,True,gov_eg,official_gov
Alexandria National Museum,,cultural,Alexandria,https://egymonuments.gov.eg/en/museums/alexandria-national-museum,"The building that now houses the museum was originally constructed as a palace for Asaad Basili Pasha, one of Alexandria’s wealthiest figures, who designed it in the Italianate architectural style. In 1996, the Supreme Council of Antiquities acquired the property and later converted it into an ar...",1,True,gov_eg,official_gov
Royal Jewelry Museum,,cultural,Alexandria,https://egymonuments.gov.eg/en/museums/royal-jewelry-museum,"The Royal Jewelry Museum displays the collectibles of the Egyptian royal family, founded by Muhammad Ali Pasha in 1805 and continued to rule for 150 years, until 1952.
Zaynab Fahmi built the palace in 1919 in Zizinya, Alexandria. It served as the residence of Fatma al- Zahra’, daughter of Prince...",1,True,gov_eg,official_gov
Monastery of Abu Mina,,religious,Alexandria,https://egymonuments.gov.eg/en/archaeological-sites/abu-mina-1,"The archaeological site of Abu Mina features a number of structures, many of which are religious in nature. The most prominent of these is the tomb of the eponymous St. Menas (AD 285–309), whose fame during the late Roman Period made the site a popular destination for pilgrims seeking blessings....",1,True,gov_eg,official_gov
Greco-Roman Museum,,cultural,Alexandria,https://egymonuments.gov.eg/en/museums/graeco-roman-museum,"The Graeco-Roman Museum of Alexandria is one of Egypt’s most important cultural landmarks, and the first building in the country to be specially designed for the preservation and display of antiquities. It remains unique as the only museum fully dedicated to the civilization of Egypt during the G...",1,True,gov_eg,official_gov
Saint Catherine's Monastery,,religious,Sinai,https://egymonuments.gov.eg/en/archaeological-sites/saint-catherine-s-monastery,"On the slopes of Mount Sinai, where Moses received the Ten Commandments from God, lies one of the oldest functioning monasteries in the world. Commonly known as Saint Catherine’s Monastery, its actual name is the “Sacred Monastery of the God-Trodden Mount Sinai”. It was built by the order of the...",1,True,gov_eg,official_gov
